Produkt Name #1;Produkt Name #2;Produkt Name #3;Produkt Name #4;Produkt Name #5;Produkt Name #6;Produkt Name #7;Produkt Name #8;Bestell ID;Shipping Postcode;Shipping City;Customer ID
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39850;50859;Köln;372
Bio Obst &  Gemüse (ca. 5 kg);"Bauerntüte ""klassik""";;;;;;;42042;40235;Düsseldorf;373
"Bauerntüte ""klassik""";;;;;;;;38104;50769;Köln;374
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39378;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39381;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39447;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39541;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39542;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39595;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39596;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39641;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39723;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39724;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39835;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39839;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;39952;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40034;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40331;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40356;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;41491;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;42442;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;42481;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;43101;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;43508;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;43784;50672;Köln;375
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;42573;50825;Köln;376
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;43179;40237;Düsseldorf;377
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39685;50678;Köln;378
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Basmati Reis (500 g);Bio geschälte Tomaten (400g);Bio H-Milch  3,5% berechtesgardener (1 L);Bio Hafercookies glutenfrei - Backmischung (200 g);Bio Kokosmilch (400ml);Bio Pizzateig hell (350g);Bio Spaghetti (500g);40656;50679;Köln;379
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42775;50679;Köln;379
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43347;50679;Köln;379
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43833;50679;Köln;379
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;28306;50672;Köln;380
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42454;50677;Köln;381
"Bauerntüte ""klassik""";;;;;;;;39717;50968;Köln;382
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;40766;51063;Köln;383
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;42708;51063;Köln;383
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40250;51063;Köln;383
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;41326;50678;Köln;384
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;41329;50678;Köln;384
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;42239;50678;Köln;384
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;42951;50678;Köln;384
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;43370;50678;Köln;384
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;43713;50678;Köln;384
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;41779;50678;Köln;384
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;42051;50678;Köln;384
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39946;50968;Köln;385
"Bauerntüte ""klassik""";;;;;;;;33417;50931;Köln;386
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;33971;50931;Köln;387
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42628;50676;Köln;388
"Bauerntüte ""klassik""";;;;;;;;43865;50937;Köln;389
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42768;50679;Köln;390
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41217;50674;Köln;391
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42630;50674;Köln;391
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43485;50674;Köln;391
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Haferflocken kleinblatt (500 g);;;;;;;41121;50999;Köln;392
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;42627;40549;Düsseldorf;393
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;34813;40229;Düsseldorf;394
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39907;50676;Köln;395
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39997;50933;Köln;396
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;33412;40223;Düsseldorf;397
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40541;50674;Köln;398
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40870;50933;Köln;399
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;43664;50823;Köln;400
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;40879;40545;Düsseldorf;401
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41389;50939;Köln;402
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;27597;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;27700;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;27832;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;27950;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;28235;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;28629;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;30622;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;31263;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;32436;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;33415;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;34465;50678;Köln;403
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat;;;;;;;;34812;50678;Köln;403
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38115;59825;Köln;404
"Bauerntüte ""klassik""";;;;;;;;42953;51381;Leverkusen;405
"Bauerntüte ""klassik""";;;;;;;;35265;51103;Köln;406
"Bauerntüte ""klassik""";;;;;;;;30927;51063;Köln;407
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41167;50674;Köln;408
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42755;50674;Köln;408
Abo Obst &  Gemüse Bio (ca. 5Kg)- 2x im Monat;;;;;;;;39999;40223;Düsseldorf;409
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41145;50668;koeln;410
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41364;50678;Köln;411
Smoothiebox Mix (ca. 6 kg);Bio Couscous (500g);Bio Limonade Ginger Life (0,33l);;;;;;27542;51063;Köln;412
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41791;51103;Köln;413
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43132;51103;Köln;413
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;40498;51103;Köln;414
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43568;51103;Köln;415
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41720;51103;Köln;415
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;35773;40211;Düsseldorf;416
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43023;50739;Köln;417
Bio Gemüsekiste(ca. 5Kg);;;;;;;;37870;50769;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;34472;51069;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;34641;51069;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;34892;51069;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;34569;51069;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;34621;51069;Köln;418
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;34780;51069;Köln;418
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40731;50968;Köln;419
"Bauerntüte ""klassik""";;;;;;;;40421;40489;Düsseldorf;420
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41436;51143;Köln;421
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;27797;50825;Köln;422
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;42361;50670;Köln;423
"Bauerntüte ""klassik""";;;;;;;;43687;50674;Köln;424
Bio Obst &  Gemüse (ca. 5 kg);"Bauerntüte ""klassik""";;;;;;;27688;40472;Düsseldorf;425
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Pizzateig hell (350g);Bio Sonnenblumenbrot (500 g);Bio Tomaten Passata (680ml);Bio Tomatensauce Classico (330ml);Bio Kokosmilch (400ml);Bio Apfelmus gesüßt (360 g);Bio Hafer Porridge, Proteinreich, Sport (400g);40900;50931;Köln;426
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42975;50931;Köln;426
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;42041;50858;Köln;427
"Bauerntüte ""klassik""";;;;;;;;43492;50825;Köln;428
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42813;50859;Köln;429
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42352;51069;Köln;430
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;32771;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;32775;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;33217;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;33548;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;34104;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;34468;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;34640;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;31072;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;31438;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32043;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32080;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32085;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32324;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32641;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;32910;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;33207;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;33304;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;33430;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;33672;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;34029;51061;Köln;431
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;34228;51061;Köln;431
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;30827;51061;Köln;431
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;30830;51061;Köln;431
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;31424;51061;Köln;431
"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;32384;51061;Köln;431
"Bauerntüte ""klassik""";;;;;;;;33745;50939;Köln;432
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42034;50672;Köln;433
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43586;50672;Köln;434
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;28089;48149;Münster;435
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42472;50969;Köln;436
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43847;50969;Köln;436
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43251;50969;Köln;436
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;41790;50739;Köln;437
"Bauerntüte ""klassik""";;;;;;;;34370;50679;Köln;438
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;40534;40235;Düsseldorf;439
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;Bio Gemüsekiste(ca. 5Kg);;;;;;;41955;50858;Köln;440
Bio Gemüsekiste(ca. 5Kg);;;;;;;;34217;40229;Düsseldorf;441
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38524;50735;Köln;442
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38559;50735;Köln;442
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;42618;40627;Düsseldorf;443
Smoothiebox Mix (ca. 6 kg);Bio Gemüsekiste(ca. 5Kg);;;;;;;43792;40223;Düsseldorf;443
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;42132;50735;Köln;444
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;43165;50735;Köln;445
"Bauerntüte ""klassik""";;;;;;;;39626;50678;Köln;446
Bio Gemüsekiste(ca. 5Kg);;;;;;;;32046;50733;Köln;446
Bio Gemüsekiste(ca. 5Kg);;;;;;;;32134;50733;Köln;446
Bio Gemüsekiste(ca. 5Kg);;;;;;;;32420;50733;Köln;446
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;35406;50733;Köln;446
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;35653;50733;Köln;446
Bio Gemüsekiste(ca. 5Kg);;;;;;;;29409;50677;Köln;447
Bio Gemüsekiste(ca. 5Kg);;;;;;;;29976;50677;Köln;447
Bio Gemüsekiste(ca. 5Kg);;;;;;;;39898;51107;Köln;448
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39588;51109;Köln;449
Bio Gemüsekiste(ca. 5Kg);;;;;;;;31165;40223;Düsseldorf;450
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;41260;40233;Düsseldorf;452
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42672;50968;Köln;453
"Bauerntüte ""klassik""";;;;;;;;38119;50939;Köln;454
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40646;50937;Köln;456
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42001;50677;Köln;457
"Bauerntüte ""klassik""";;;;;;;;38568;50733;Köln;458
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42484;50858;Köln;459
"Bauerntüte ""klassik""";;;;;;;;41825;50676;Köln;460
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39637;51067;Köln;461
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;40692;51065;Köln;462
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;41920;50678;Köln;463
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;37634;50825;Köln;464
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40985;50668;Köln;465
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;35041;50829;Köln;466
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;35071;50829;Köln;466
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;35223;50829;Köln;466
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;34995;50829;Köln;466
"Bauerntüte ""klassik""";;;;;;;;40325;50931;Köln;467
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39204;51109;Köln;468
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;37553;50670;Köln;469
"Bauerntüte ""klassik""";Bio Obst &  Gemüse (ca. 5 kg);;;;;;;40636;40219;Düsseldorf;470
"Bauerntüte ""klassik""";;;;;;;;40497;51143;Köln;470
"Bauerntüte ""klassik""";;;;;;;;41996;51143;Köln;470
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42915;51143;Köln;470
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43170;51143;Köln;470
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43640;51143;Köln;470
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio H-Milch  3,5% berechtesgardener (1 L);;;;;;;40495;51143;Köln;470
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Limonade Matcha (0,33l);;;;;;;32330;50825;Köln;471
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40777;50937;Köln;472
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;35213;50969;KÖLN;473
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42158;40476;Düsseldorf;474
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42509;50999;Köln;475
"Bauerntüte ""klassik""";;;;;;;;30543;51143;Köln;476
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43645;50823;Köln;477
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;41313;40591;Düsseldorf;478
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Erbsen fein im Glas (370ml);Allzweckreiniger, Nature Care (1 L);Bio Gemüsekiste(ca. 5Kg);;;;;41472;50769;Köln;479
Bio Gemüsekiste(ca. 5Kg);;;;;;;;27644;50733;Köln;480
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40263;51067;Köln;481
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41796;50931;Köln;482
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40612;50672;Köln;483
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38234;50823;Köln;484
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41773;50858;Köln;485
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;43729;40597;Düsseldorf;456
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43740;51143;Köln;457
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;42260;40595;Düsseldorf;458
"Bauerntüte ""klassik""";"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Kokosmilch (400ml);;;;;;34178;50735;Köln;459
"Bauerntüte ""klassik""";Bio Gemüsekiste(ca. 5Kg);;;;;;;39095;50735;Köln;459
Bio Gemüsekiste(ca. 5Kg);Bio Kokosmilch (400ml);"Bauerntüte ""klassik""";;;;;;34222;50735;Köln;459
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;34471;50735;Köln;459
"Bio Obst &amp; Gemüse (ca. 5 kg)";"Bauerntüte ""klassik""";;;;;;;40047;50735;Köln;459
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;Bio Gemüsekiste(ca. 5Kg);;;;;;;33819;50735;Köln;459
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;40295;51069;Köln;460
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;42510;51143;Köln;461
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43240;51061;Köln;462
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43531;51061;Köln;463
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43168;50935;Köln;464
